Sensor_Distance,Leakage,Time,Prev_Sensor_Distance,Diff,Episode
2.458785831791786,False,0,0.0,0.0,0
1.7951886955665128,False,1,2.458785831791786,-0.663597136225273,0
2.0612097375211276,False,2,1.7951886955665128,0.26602104195461473,0
1.824197775310659,False,3,2.0612097375211276,-0.2370119622104685,0
2.218641052102352,False,4,1.824197775310659,0.394443276791693,0
2.472516092859312,False,5,2.218641052102352,0.2538750407569599,0
1.5051993689518675,False,6,2.472516092859312,-0.9673167239074445,0
2.3132827183209863,False,7,1.5051993689518675,0.8080833493691189,0
1.5396432534087916,False,8,2.3132827183209863,-0.7736394649121947,0
2.004493837608972,False,9,1.5396432534087916,0.46485058420018044,0
1.9324561404504352,False,10,2.004493837608972,-0.0720376971585368,0
2.166684424700903,False,11,1.9324561404504352,0.2342282842504677,0
2.45488266112434,False,12,2.166684424700903,0.2881982364234372,0
2.2927276978356366,False,13,2.45488266112434,-0.1621549632887036,0
1.9614726122587598,False,14,2.2927276978356366,-0.3312550855768768,0
1.7409883441485956,False,15,1.9614726122587598,-0.2204842681101642,0
1.7171540778248053,False,16,1.7409883441485956,-0.023834266323790265,0
1.8176038201093219,False,17,1.7171540778248053,0.10044974228451653,0
1.8570508593362693,False,18,1.8176038201093219,0.03944703922694748,0
1.6411298371148249,False,19,1.8570508593362693,-0.2159210222214445,0
2.32815135472832,False,20,1.6411298371148249,0.6870215176134953,0
2.4596908605957397,False,21,2.32815135472832,0.13153950586741958,0
1.6905269459292458,False,22,2.4596908605957397,-0.7691639146664939,0
2.1376322970054655,False,23,1.6905269459292458,0.44710535107621974,0
2.0877434521051677,False,24,2.1376322970054655,-0.04988884490029788,0
1.5767898182693862,False,25,2.0877434521051677,-0.5109536338357814,0
2.4899207307010967,False,26,1.5767898182693862,0.9131309124317104,0
1.62768128497002,False,27,2.4899207307010967,-0.8622394457310767,0
1.7862817288321582,False,28,1.62768128497002,0.15860044386213823,0
1.8564548112976045,False,29,1.7862817288321582,0.07017308246544629,0
1.9734995995630036,False,30,1.8564548112976045,0.1170447882653991,0
1.8405100226487852,False,31,1.9734995995630036,-0.13298957691421842,0
2.142594254795406,False,32,1.8405100226487852,0.30208423214662083,0
2.3371713077506304,False,33,2.142594254795406,0.19457705295522443,0
1.674375322715672,False,34,2.3371713077506304,-0.6627959850349585,0
1.606973076256903,False,35,1.674375322715672,-0.06740224645876891,0
1.7242231523286278,False,36,1.606973076256903,0.11725007607172477,0
1.7008411003425499,False,37,1.7242231523286278,-0.0233820519860779,0
2.2322752988667847,False,38,1.7008411003425499,0.5314341985242348,0
1.5466655352679264,False,39,2.2322752988667847,-0.6856097635988583,0
2.3822122676027893,False,40,1.5466655352679264,0.8355467323348629,0
1.5811873142429573,False,41,2.3822122676027893,-0.8010249533598319,0
1.6754266704464589,False,42,1.5811873142429573,0.09423935620350155,0
1.6852482088426073,False,43,1.6754266704464589,0.00982153839614841,0
2.4407321502815917,False,44,1.6852482088426073,0.7554839414389845,0
2.126035205913425,False,45,2.4407321502815917,-0.31469694436816686,0
1.6247018131935644,False,46,2.126035205913425,-0.5013333927198604,0
1.693907084151852,False,47,1.6247018131935644,0.06920527095828755,0
1.9176346062578062,False,48,1.693907084151852,0.22372752210595426,0
1.944526961957742,False,49,1.9176346062578062,0.026892355699935866,0
1.860243098210435,False,50,1.944526961957742,-0.08428386374730712,0
2.2869865788839943,False,51,1.860243098210435,0.4267434806735593,0
2.363189689432917,False,52,2.2869865788839943,0.07620311054892293,0
2.008572405140151,False,53,2.363189689432917,-0.3546172842927664,0
1.767398069939864,False,54,2.008572405140151,-0.24117433520028686,0
2.066393605525142,False,55,1.767398069939864,0.29899553558527825,0
2.0775244781758087,False,56,2.066393605525142,0.011130872650666479,0
2.0233991964686258,False,57,2.0775244781758087,-0.05412528170718289,0
1.9268246685547352,False,58,2.0233991964686258,-0.09657452791389054,0
2.0491626504585545,False,59,1.9268246685547352,0.12233798190381928,0
2.038145063482908,False,60,2.0491626504585545,-0.011017586975646587,0
2.193495322767136,False,61,2.038145063482908,0.1553502592842282,0
1.6259567097449903,False,62,2.193495322767136,-0.5675386130221458,0
